No.,Text,Marah,Antisipasi,Jijik,Takut,Bahagia,Sedih,Terkejut,Percaya
502,Terima kasih 2019 mungkin adalah tahun terbaik bisa lulus di ptn yang di inginkan dan dapat wanita terbaik.,0,1,0,0,1,0,0,0
2021,"2019 ditutup dgn hati yang kecewa, smoga tahun 2020 penuh pengharapan dan berkat",0,1,0,0,0,1,0,0
3746,Selamat tahun baru Ibu sergio dan keluarga. Semoga berkat dan harapan-harapan yang baik melimpah di tahun 2020,0,1,0,0,0,0,0,0
3968,Terima kasih film silenced yang mengisi malam pergantian tahun dengan hati di remes-remes :),0,0,0,0,1,0,0,0
1569,Semoga bisa menjadi pribadi yang lebih baik lagi #MingguTerakhir2019,0,1,0,0,1,0,0,0
2762,"Menunggu CINTA mu itu seperti menunggu DAMRI jurusan kuburan, yang gak akan pernah datang..",0,0,0,0,0,1,0,0
2080,Semoga yang terkena musibah slalu dalam lindungan Allah. Aamiin,0,0,0,0,0,0,0,1
3134,Paling gembira ketika akhirnya mereka yang di foto ini bisa totalitas berkreasi dan mengekspresikan passionnya,0,0,0,0,1,0,0,0
1358,"Semoga selalu sehat dan bahagia, dan bisa kuliah di ptn yang diimpikan",0,1,0,0,1,0,0,0
3787,"Gila tahun baru dimulai sama hal yang baru juga, bahkan pertama kali. Semoga semuanya lancar",0,0,0,0,0,0,1,0
3441,"Terima kasih kembali, semoga informasi yang Kami sampaikan bisa bermanfaat :) - Kevin",0,0,0,0,1,0,0,0
525,"Semoga cepet surut banjir"" nyaaa. Temen gue ada yang mau nikahan nihh. Semoga dilancarkannn",0,1,0,0,0,0,0,0
744,"Harapan dan optimis untuk 2020, yang belum tercapai semoga tercapai ",0,1,0,0,1,0,0,0
2599,Tuk saudara2 yang lagi kena musibah banjir.. mdh2an cepet tertolong.. kasihan banget ga kuat liat nya pada kejebak,0,1,0,0,0,1,0,0
3487,"Betapa besar cinta kita yang telah terbina,namun terhalang dindin pemisah,begitu tingginya.",0,0,0,0,0,1,0,0
4175,Selamat tahun baru. Semoga menjadi pribadi yang semakin baik dan dilancarkan segala urusan dan rezekinya. Aamiin,0,1,0,0,0,0,0,0
3498,"kesel banget njing yang kospley jdi dispet ah, gua dugun dugun tau. ck bangsat",1,0,1,0,0,0,0,0
3810,Cuma org goblo si yang menyalahkan 'seseorang' atas terjadinya bencana alam tanpa intropeksi diri dari apa yang mereka perbuat,0,0,1,0,0,0,0,0
971,"Hepi niu yir chi, semoga yang terbaik buat kita ",0,1,0,0,1,0,0,0
3716,"Alhamdulillah rmh ku tidak,tapi kasian sama rmh tetangga yang sampai masuk kedalam:'(",0,0,0,0,0,1,0,0
2198,"bahagiakan dia, aku tak apa, biar aku yang pura-pura lupa~",0,0,0,0,0,1,0,0
1937,"Jangan takut akan kesulitan dalam kehidupanmu, karena itu awal perbaikan dari usaha yang kamu lakukan untuk melewati hal itu",0,0,0,0,0,0,0,1
1466,"#Banjir nya tinggi banget, kalo yang ga bisa renang gimana? Astaghfirullah",0,0,0,1,0,0,0,0
2017,Lebih sakit liat dia jalan sama yang lain:),0,0,0,0,0,1,0,0
4190,"Gak enak aja, kita belum tau kebenarannya tapi yang ribut ini udah ngomong yang enggak-enggak tentang mereka,",0,0,1,0,0,0,0,0
3747,Terimakasih aku karna telah kuat menjalani badai 2019 terimkasih untuk bangkit kembali dengan pilihan yang tetap!,0,0,0,0,1,0,0,0
3957,"Lembaran baru, tentunya dengan harapan yang baru pula. Selamat pagi tahun 2020  Be better please hmm",0,1,0,0,0,0,0,0
858,"2020 semoga netijen kurangi bacotnya, terlebih yang gaperlu, perbanyak aksi ",1,0,1,0,0,0,0,0
2830,"Ibu adalah Malaikat tanpa sayap, yang tanpa mengeluh sedikitpun dalam merawat kita, walaupun kita sering mengeluh tentangnya.",0,0,0,0,0,0,0,1
873,Waw pakabs besok yang pada ngantor sanah? Semoga cepat surut ya gess,0,1,0,0,0,0,0,1
1815,"Begitu kudengar kisah cintaku yang pertama, kumulai mencarimu tanpa tau betapa buta nya aku saat itu^",0,0,0,0,0,1,0,0
3703,"Amin, semoga apa yang telah di rencanakan dari DJPB, datap terwujud sehingga semakin gemilang",0,1,0,0,0,0,0,0
1150,"kok ada ya, yang gak punya malu sedikitpun spt itu ??",0,0,1,0,0,0,1,0
4122,"selamat tahun baru,  semoga bisa jadi manusia yang lebih berguna dan lebih ber""uang""",0,1,0,0,1,0,0,0
2681,Semoga hujan cpt reda dan yang banjir cpt surut hujan di rumah w dr kmrn sore blm berhenti,0,1,0,0,0,0,0,0
3439,"Ya Tuhan, berikanlah aku rezeki yang cukup dan baik, cegahlah diriku dari rezeki yang mencelakakan ku",0,1,0,0,0,0,0,1
3183,"WKWKWK BENER BANGET waktu itu ada yang jual polaroid 10 wayv, special edition banget ampe 70 jeti",0,0,0,0,1,0,1,0
68,"Samsung Galaxy J7 Prime,mau yang kanan,bismillah,wish me luck @BTS_twt",0,1,0,0,0,0,0,0
151,"Selamat Tahun Baru Mas Arsa, semoga menjadi awal yang baik dalam meraih kesuksesan yang lain. Aamiin",0,0,0,0,1,0,0,0
3560,Semoga permulaan yang baik untuk kita semua tahun 2020 ni. Here we go !!!,0,1,0,0,0,0,0,0
1500,Semoga di 2020 awal berita yang baik amin yarabb :)),0,1,0,0,1,0,0,0
1905,Selamat tahun baru untuk kalian yang hanya singgah walau tak lama tapi membekas dengan kenangan yang manis,0,0,0,0,1,0,0,1
1582,Selamat tahun baru 2020 semoga tahun yg baru lebih baik dari tahun yang lalu..,0,1,0,0,1,0,0,0
3039,Percuma kamu inget-inget dia yang udah ngelupain kamu. Toh dia juga enggak bakal balik lagi ke kamu.,1,0,0,0,0,0,0,0
2357,Terkadang kekasih yang baik adalah orang yang selalu ada untuk kita. ~ #Bandi,0,0,0,0,0,0,0,1
634,"Stay safe semuanya, berdoa semoga yang banjir cepet surut dan cuaca aman.",0,0,0,0,0,0,0,1
742,di surabaya kenapa gaada yang jual sate padang pake kerupuk cabe sih,0,0,0,0,0,0,1,0
1267,Hal yang paling nikmat dalam malam tahun baru hanyalah tidur wkwkwk,0,0,0,0,1,0,0,0
3713,"Pagi, happy new year semua. Semoga tahun ini menjadi tahun yang baik buat kalian.",0,1,0,0,1,0,0,0
2411,"Stay safe everyone yang ada di Jakarta ,semoga banjirnya cepet tertangani dengan baik ",0,1,0,0,0,0,0,0
3754,"–terima kasih ku pada jajaran oppa, teteh, dan adik-adik sekalian yang telah mewarnai 2019",0,0,0,0,1,0,0,0
666,Ternyata bukan gw doang yang amaze banget sama outfitnya kiki kemarin. Sooooooo gorgeous. ♡,0,0,0,0,1,0,0,0
2781,"Semoga yang terkena banjir, banjir nya cepet surut, semuanya dalam lindungan allah swt, aamiin",0,1,0,0,0,0,0,0
2914,Aku sedang menginginkan sesuatu yang tidak bisa aku miliki. Iya kamu :'),0,0,0,0,0,1,0,0
1894,"Muka surat 1 dari 365. Tahun baru, semangat yang baru dan impian baru.",0,1,0,0,1,0,0,0
3537,segala kesedihan di 2019 semoga tidak terulang kembali di tahun yang baru ini. be good ya 2020 aamiinn,0,1,0,0,0,0,0,0
3739,Semoga banjir yang terjadi di beberapa titik bisa segera surut dan stay safe semuanya!,0,1,0,0,0,0,0,0
2647,"Selamat datang di dunia, adik manis! Titip salam dari aku yang senang. ",0,0,0,0,1,0,0,0
1469," awal 2020 yang sangat baik ini mah, udah ngakak aja pagi2",0,0,0,0,1,0,0,0
4079,Semoga apapun kesedihan yang kamu rasakan di 2019 adalah kebahagian yang kamu tanam di 2020,0,1,0,0,0,0,0,0
863,Sedih yaa tahun besok ternyata gua yang un.......,0,0,0,0,0,1,0,0
4064,"beli makanan dimana mana rame bgt, yang buka juga dikit ampun perut gua udh teriak teriak ini:(",0,0,0,0,0,1,0,0
1561,"Untuk shipperku yang setia, terimakasih juga sudah bertahan hingga sekarang ",0,0,0,0,1,0,0,0
2946,"Jika kamu bertemu orang yang bisa membuatmu tersenyum ketika orang lain membuat menangis, teruslah bersamanya.",0,0,0,0,0,0,0,1
2456,Happy birthday yaa rizall semoga diberi kesehatan sama rejeki yang lancar dan jd pribadi yg lebih baik dari sebelumnya aamiin,0,1,0,0,1,0,0,0
1309,Semoga ditahun 2020 tidak ada yang memberi harapan palsu pada diri kalian,0,1,0,0,0,0,0,0
1822,"untuk kamu yang masih bertahan dengan sifatku yang aneh ini, aku mencintai mu :)",0,0,0,0,1,0,0,1
3994,"Maaf jika kita jauh dan aku selalu cemburu kepada siapapun yang ada di sekitarmu. :')""",0,0,0,0,0,1,0,0
2486,Apa cuman aku aja yang 3 hari ini nungguin giliran udah ada gabisa di cetak :(,0,0,0,0,0,1,0,0
2088,2020 harus lebih ngegas untuk jiwa yang kuatt!!!!,0,1,0,0,0,0,0,0
2879,"Boleh pilih kedua"" nya gak yang satu pakek karet yang satu gak iya hahaha",0,0,0,0,1,0,0,0
3291,Semoga teman2 yang rumah / lingkungannya dilanda banjir cepat surut & dijauhkan dari hal2 yg gak di inginkan ya...,0,1,0,0,0,0,0,0
317,Bismillahirohmanirohim Happy New Year 2020 di tahun yang baru dengan semua lembaran baru semoga di berkahi Allah amin,0,1,0,0,1,0,0,0
28,padahal udah rela rela ngisi pulsa buat smsan ama cewe eh malah operator yang sms -_-,0,0,0,0,0,1,1,0
3642,"Tl penuh sm berita ular kobra, buat gue yang takut banget sm ular ini tuh bener2 ngeresahin gue banget",0,0,0,1,0,0,0,0
1494,"ada yang banjir nih kakk, alhamdulillah daerah aku gak banjir",0,0,0,0,1,0,0,0
2897,btw selamat taun baru jugaa! semoga taun ini jadi taun yang baik buat kamu ya,0,1,0,0,1,0,0,0
2649,"Baru kali ini ngeliat langsung banjir yang nyampe setinggi itu, stay safe everyone!",0,1,0,0,0,0,0,0
2746,"Selamat malam saya ucapkan kepada para pendengar yang telah bergabung dengan FLASH101_FM, Radio Kita.",0,0,0,0,1,0,0,0
3519,"Bahagialah bagi orang yang mengerti akan arti cinta, Karena Cinta itu akan memberikan warna bagi kehidupannya""",0,0,0,0,0,0,0,1
601,"Makasih bunda, teteh dan housemate sudah menghiasi 2019 ku. Semoga 2020 tahun yang baik buat kita",0,1,0,0,1,0,0,0
992,kamu adalah yang terindah yang pernah aku kenal.. :-*,0,0,0,0,1,0,0,1
1054,Retainer jatuh dalam lubang jamban yay pagi 2020 yang sangat INDAH,1,0,0,0,0,0,0,0
3967,Kalau suatu saat kamu hancurkan hatiku... akan kucintai kamu dengan kepingannya yang tersisa.,0,0,0,0,0,1,0,0
631,3. Semoga nono selalu dikelilingi sama orang-orang baik yang sayang sama dia.,0,0,0,0,1,0,0,0
4132,Untuk apa berjuang.?? Jika anda sendiri tidak tau apa yang anda perjuangkan..!!,1,0,1,0,0,0,0,0
3500,Tahun baruku kali ini kulewati berdua saja bersama dengan Tuhan dan air mata yang menghiasinya menjadi pelengkap,0,1,0,0,0,1,0,0
1593,resolusi anak-anak #Richard di tahun 2020: menjadi member agency yang baik.,0,1,0,0,0,0,0,0
3990,Ingaaat! Dulu juga pernah pake uname yang chaeyoungieo ini aku ingeet heheheh Happy New Year!,0,0,0,0,1,0,0,0
1713,"Kenapa sih,gapernah gitu ya orang yang gue suka,juga suka sama gue!ah shit!",1,0,0,0,0,0,0,0
164,"Setau saya yang dikasih air tuh hewan peliharaan ya mba bukan handphone,,,,",0,0,1,0,0,0,0,0
3423,Hai. Terimakasih awal tahun yang baik ini. Semoga akan tetap baik terus ya,0,1,0,0,1,0,0,0
1850,"Terimakasih atas semangat hidup yang terus mengalir, tak peduli sesulit apapun, selalu mampu bertahan. ",0,1,0,0,1,0,0,0
3687,"Selamat tahun baru semuanya, semoga tahun ini menjadi tahun yang bermakna buat kita semua",0,1,0,0,0,0,0,0
221,"Wkwkw,kucingnya auto pilot,kayak pemprov dki,wkwk,dki lagi yang kena deh,",0,0,1,0,0,0,0,0
1258,"Semoga tahun ini banyak perasaan yang tersampaikan, dan rindu yg terbalaskan.",0,1,0,0,0,0,0,0
2558,Semoga di tahun 2020 ini dapat kesempatan buat miara biawak albino yang selalu di damba2kan.,0,1,0,0,0,0,0,0
1285,"Semoga ditahun 2020 segala urusanku lancar, diberi kesehatan dan rezeki yang lancar aamiin",0,1,0,0,1,0,0,0
2121,"amin amin ya hyung, semoga doa yang baik buat kita berdua dikabulkan",0,1,0,0,0,0,0,0
2075,Aamiin aamiinn! semoga tahun 2020 jadi tahun yang baik buat kita,0,1,0,0,1,0,0,0
3351,"Stay safe untuk Sahabat Oke yang terkena dampak #Banjir. Semoga keadaan segera membaik, ya. #prayforIndonesia",0,1,0,0,0,0,0,0
3585,kok jadii ginii??? Peace lah yuk yang bikin rumor setan anjir dasar paok,1,0,1,0,0,0,0,0
3645,"Berhenti mencari yang sempurna, karena yang kamu butuh hanya dia yang tahu betapa beruntung dia ketika bersamamu.",0,0,0,0,0,0,0,1
1288,Semoga hujan yang panjang ini jadi berkah buat semua ya Allah,0,0,0,0,0,0,0,1
2945,Gua mau didorong sampe jatuh tersungkur kalo itu Eunsang yang ngelakuin gapapa gua terima dahhh,0,0,0,0,0,0,0,1
839,Kita adalah rasa yang tepat di waktu yang salah.,0,0,0,0,0,1,0,0
257,"Yang pertama kali aku temui di awal tahun yang baru ini adalah hujan, banjir dan tanpa kamu.",0,0,0,0,0,1,0,0
1732,semoga Allah jauh kan kita semua dari orang2 yang tak reti menghargai dan suka memaki hamun pada tahun 2020 ni,0,0,0,0,0,0,0,1
2084,rindu membuat ku menjadi pribadi yang lemah tanpa ku sadari.,0,0,0,0,0,1,0,0
4015,"Selamat tinggal kenangan pahit 2019, selamat datang rajutan kenangan baru yang aku pintal di 2020",0,1,0,0,1,0,0,0
1022,Ya Allah merinding banget liat yang pada kebanjiran :(,0,0,0,1,0,1,0,0
541,Goodluck to you and semoga sepanjang tahun semuanya dipenuhi dengan perkhabaran yang baik belaka.,0,1,0,0,1,0,0,0
3971,"Kalo tidur di kamer sendirian suka mikirin yang gak jelas, terus tiba-tiba ngerasa sedih.",0,0,0,0,0,1,0,0
842,Ayah.. Ibu.. Semoga Tuhan membalas semua kebaikan-kebaikanmu dengan sesuatu yang 'lebih'. Aamiin,0,0,0,0,0,0,0,1
1133,"2020 diawali dengan, rinduuu sama orang yang udah ilang(:",0,0,0,0,0,1,0,0
92,"Ohya? Coba sarankan saya dua atau tiga film horor rekomendasimu, yang benar-benar horror ya.",0,1,0,0,0,0,0,0
1927,"Terkadang, patah hati itu seperti cermin yang pecah - lebih melukai jika Anda berupaya memperbaikinya.",0,0,0,0,0,1,0,0
479,Hal yang paling bodoh yang pernah aku lakukan ialah membuat orang yang ku sayang pergi menjauh dariku,0,0,0,0,0,1,0,0
489,Sedih juga denger cerita dari penduduk jakarta yang terdampak banjir. Paketek nelpon kami barusan.,0,0,0,0,0,1,1,0
62,"Reniii, semoga cepet surut yaa. Terus semoga keluarga yang di sana baik-baik aj",0,1,0,0,0,0,0,0
3792,"""terimakasih sudah pernah jadi cerita dari hidupku yang paling berkesan"" pengen bilang makasih tapi ngga pernah bisa",0,0,0,0,1,0,0,1
1514,2020 semoga ga ketemu tetangga yang goblok nya ga bagi2..,0,1,0,0,0,0,0,0
904,Semangaattt teman2 kuu yang terkena banjir.. yang sabar yaa semoga cepat surut,0,1,0,0,0,0,0,1
1086,"awal tahun yang buruk, pertanda apakah ini???",0,0,0,1,0,0,1,0
3749,Cape banget sama pemikiran yang kalo udh bikin kesalahan orgnya harus diganti. Bukan diperbaiki,0,0,1,0,0,0,0,0
501,"Banyak yang rayain di luar Aceh kok, Kota Medan padat dengan orang Aceh huhuhu sad:(",0,0,0,0,0,1,1,0
2245,Selamat tahun 2020 Caren dan penulisnya. Semoga yang disemogakan segera tercapai. Amin.,0,1,0,0,1,0,0,0
2004,"yang kebanjiran, moga tetep santuy, tetep bahagia menjalani hari, dan dilancarkan segala ibadahnya ",0,0,0,0,0,0,0,1
1929,"Laaaah napa AWOKWOK nya sambil manggil uchan -,- selamat tahun baru yang suka awokwokwok awokwokwok",0,0,0,0,1,0,0,0
648,selamat malam..met tidur untuk hari besok yang lebih baik... #LESTARI DIGITAL COPIER,0,1,0,0,1,0,0,0
1374,"Enggaa:(( iyaa kasiann, aku yang liat langsung pun takut:”)",0,0,0,1,0,0,0,0
749,"Dan kondisi yang mumpuni untuk menggelar liga mancing mania, mantap!",0,0,0,0,1,0,0,0
1409,Semoga tahun ini bisa menjadi sosok orang yang lebih berguna,0,1,0,0,0,0,0,0
2863,Eh itu di list dispatch yang big 4 ada S S nya KOK GUE DEGDEGAN ANJIR,0,0,0,0,0,0,1,0
4095,Allhamdullilah masih di kasih nafas sama Allah. Inshaallah di tahun baru ini akan ada beberapa yang baru dalam hidup,0,0,0,0,1,0,0,1
3986,"@guedims @adyatmapm @belindaakirap stay safe guys yang dijakarta, doaku bersama kalian.",0,1,0,0,0,0,0,0
3956,"Semoga kedepannya gak ada lagi yang harus terlukai, semoga ada kebahagiaan di tahun 2020",0,1,0,0,0,0,0,0
2960,Oh iyaa barakallah fii umriik yaa untuk anda saya mau jadi orang pertama yang ngucapin wkwk,0,1,0,0,1,0,0,0
2562,"happy new year sayangs saya, ada yang datang, ada yang pergi tapi kita harungi jela 2020 ni ",0,0,0,0,1,0,0,0
1810,"Kota yang sedang dilanda banjir, semoga lekas surut. Dan orangnya diberi sabar, serta tak merasa takut.",0,1,0,0,0,0,0,0
585,Selamat tahun baru dengan harapan yang lalu yang belum terwujud. Semoga menjadi lebih baik lagi,0,1,0,0,1,0,0,0
1768,"Doraemon mungkin punya pintu kemana saja. tapi aku yakin, hanya aku yang punya pintu ke hatimu.",0,0,0,0,1,0,0,1
2249,Get well soon adekku :( makan yang anget2 di luar dingin harus selimutan teruss,0,0,0,0,0,1,0,0
1313,Hati2 yang terkena banjir.. ular dan mahluk2 lainnya bisa merasuki rumah kalian..,0,0,0,1,0,0,0,0
4172,"Selamat 2020 ya,yang sombong tetap sombong yang baik tetap baik biar gak dibilang ""kamu berubah ya""",0,1,1,0,0,0,0,0
2200,Semoga 2020 jadi tahun yang indah untuk kakaak!!!,0,1,0,0,1,0,0,0
2460,"semoga 2020 lebih baik lagi, apa yang diinginkan diberikan jalan yang terbaik ",0,1,0,0,0,0,0,0
2341,"Selamat Tahun Baru 2020. Semoga, segala cita2 yang tertunda di tahun2 sebelumnya dapat terwujud tahun ini. ",0,1,0,0,1,0,0,0
4078,"Aku mah yang penting aku dan anak anak sehat selalu. Bisa kerja lancar, banyak rejeki buat semuanya. ",0,1,0,0,0,0,0,1
1782,"Kau hadir memberi cinta, membawa bahagia, dan memberikan rasa rindu yang tak pernah ada habisnya Angel_ChiBi",0,0,0,0,1,0,0,1
2131,Semoga ditahun ini membawakan ku perubahan yang lebih baik daripada sebelumnya aamiinn:),0,1,0,0,1,0,0,0
311,"[Help RT] yang lagi sedih, karna sesuatu yg buat lu sakit ati dari temen lu ndiri",0,0,0,0,0,1,0,0
1241,"Aamiin,,,semangat di tahun yang baru ini",0,1,0,0,1,0,0,0
1063,Yes!!! Menikmati hujan yang terus turun tanpa henti,0,0,0,0,1,0,0,0
3784,Semangat buat teman teman yang terdampak banjir. Moga lekas surut ya. Jangan lupa jaga kesehatan.,0,1,0,0,0,0,0,0
2723,YA ALLAH BU.. ini gemes bgt beneran deh... semoga mereka temenan sampai waktu yang lamaaaaaaaaaaa sampai beneran bestfriend,0,0,0,0,1,0,0,0
3049,wow tahun baruku disambut hp rusak i’m wondering hal apa lagi yang bakal terjadi,0,0,0,0,0,0,1,0
3083,Saya harap tahun baru ni anak2 muda kurang lah buat tweet2 jiwang yang tk bermanafaat ni sksksksksksk,0,0,0,0,1,0,0,0
2166,Semoga semua yang terdampak banjir punya kesabaran dan kekuatan yang lebiiiiih dari biasanya.,0,1,0,0,0,0,0,0
3277,selamat tahun baru.. semoga dipertemukan dgan org2 yang baik dan ga byk drama tahun ini..,0,1,0,0,1,0,0,0
3233,Ucapkan syukur tiap kita bangun pagi pada Tuhan karena kita masih punya waktu menikmati hidup yang indah ini #trackingmobil,0,0,0,0,1,0,0,0
4160,"Rezeki yang paling berharga, besar dan bermakna ialah keupayaan untuk taat perintah Allah.",0,0,0,0,0,0,0,1
3302,Hai sobat hai kawan sambut lah kami datang membangunkan semangat yang dulu pernah hilang  #youmant!!,0,1,0,0,1,0,0,0
3921,"#MyWishForTheNewDecade is yang bener-bener aja lah lo semua anjing, save the earth & make love not war motherfuckers",1,1,0,0,0,0,0,0
3859,"Selamat tahun baru,semoga apa yang belum tercapai di tahun 2019,bisa tercapai di 2020 aamiin",0,1,0,0,0,0,0,0
869,Selamat datang tahun yang harus banyak di capai; wisuda dan menikah,0,1,0,0,1,0,0,0
3215,"Gue baru sadar om om sange setiap bilang ""tol"" ternyata itu yang dimaksud kontol ok.",0,0,0,0,0,0,1,0
4120,"Semoga tahun 2020 diberikan kejutan-kejutan yang membahagiakan lagi, dan selalu diberikan kekuatan untuk menjalani keburukan-keburukan yang terjadi.",0,1,0,0,0,0,0,0
553,alhamdulillah di daerah ku gak kena banjir. semoga yang kena cepet surut n stay safe,0,1,0,0,1,0,0,0
1973,hepi nu yirr 2020 semoga yang di semogakan bisa tersemogakan.,0,1,0,0,1,0,0,0
4194,"Semoga diberikan keselamatan untuk yang terkena bencana, dan diberikan kekuatan dan ketegaran untuk bersih2nya aamiin ",0,1,0,0,0,0,0,0
3951,Happy new year ko! Smoga resolusi di tahun yang baru dapat tercapai. Gbu,0,1,0,0,0,0,0,0
1538,"Stay safe everyone, semoga yang kebanjiran cepet surut airnya, aaamiin.",0,1,0,0,0,0,0,1
1325,"2020, apa yang disemogakan tercapai lebih dari semoga.",0,1,0,0,1,0,0,0
984,"terimakasih sudah melakukan yang terbaik setiap hari, kamu hebat.",0,0,0,0,1,0,0,1
1461,Moga aman aman aja orang yang dirumah kamu atau sekitarnya yaaa :(,0,1,0,0,0,0,0,0
3483,"Amin, semoga yang dilakukan tahun ini akan sangat sangat baik dari yg sebelumnya, semangat terus bil!!",0,1,0,0,0,0,0,0
328,Paling kezzeeel sama orang yang selalu unsend pesan di dm instagram. Mau lo itu apasihh jingan!!?,1,0,1,0,0,0,0,0
61,Ara! ada yang mau followan sama aku ga? Rt aja jfb ya.  Wendy,0,1,0,0,0,0,0,0
2824,"Anak"" spaso masi kecil, ibunya dah gak ada, yang sabarr ya na",0,0,0,0,0,1,0,0
3512,Ngga kerasa waktu berjalan sangat cepat. Apa yang aku tidak pernah bayangkan sekarang terjadi,0,0,0,0,0,0,1,0
1491,"Teruntuk semoga-semogaku yang belum sempat tersemogakan,di 2020 semoga segera Teraminkan",0,1,0,0,1,0,0,0
1306,semoga ditahun yang baru aku bisa jadi neza yang lebih baik lagi,0,1,0,0,1,0,0,0
1567,semoga 2020 jadi tahun yang bermakna buat kita semua! happy new year gais~,0,1,0,0,1,0,0,0
3484,"Hahaha, terimakasih juga untuk 2019 yang berkesan. Semogaaa 2020 semakin lebih baik dan bijak dalam setiap hal nya ",0,1,0,0,1,0,0,0
324,Ada apa dengan Jakarta ? Banyak lokasi yang baru pertama kali banjir #JakartaBanjir #jakarta,0,0,0,0,0,0,1,0
2126,"Beberapa temen ada yang daerahnya kena longsor & banjir, semoga baik-baik semuanya ",0,1,0,0,0,1,0,0
1678,Semoga tidak mengecewakan orang-orang yang sudah menaruh harap pada kita.  Bismillah,0,0,0,0,0,0,0,1
687,Semoga yang terkena banjir di Jakarta dimudahkaan evakuasi dan stay safe !,0,1,0,0,0,0,0,0
3128,Waah.. diambil nggak kak? Kasihan yang udah susah payah nabung kak :( Terima kasih. Resa,0,0,0,0,0,1,0,0
599,Ingin bertemu. Duduk bersama. Lalu bercerita tentang semua yang aku lalui tanpamu. Aku rindu.,0,0,0,0,0,1,0,0
1187,"lekas surut yang kena banjir, stay safe ya semuanya #BanjirJakarta",0,1,0,0,0,0,0,1
685,Ngga enak lagi kalo yang ditunggu ternyata nunggu yang lain (:,0,0,0,0,0,1,0,0
106,wah saya bahagia sekali hari pertama 2020 bisa rebahan tanpa ada yang ganggu. ),0,0,0,0,1,0,0,0
1962,cuma chat dari kamu yang aku tungguin bukan yang lain.,0,1,0,0,0,0,0,0
1980,Yang aku mau itu 'Kamu'. Bukan yang lain :'),0,0,0,0,1,0,0,1
2686,"takutnya akan berubahnya hati orang yang sedang menyayangi kita , semoga allah jaga hati orang yang aku sayang",0,0,0,0,0,0,0,1
1617,Semoga goals yang belum tercapai tahun lalu bisa dicapai tahun ini,0,1,0,0,0,0,0,0
4105,"Di tahun 2020 semoga bisa menjadi pribadi yang lebih baik lagi dari sebelumnya, aamiin ",0,1,0,0,0,0,0,0
3771,Cintaku kepada Tuhan kerana aku adalah ciptaan-Nya. Cintaku terhadap seseorang itu adalah kerana perasaan yang dicipta-Nya.,0,0,0,0,0,0,0,1
1521,Tahun baru di awali dengan rasa lapar yang sangat sangat lapar,0,0,0,0,0,1,0,0
3945,"Kalo lagi banjir yang w pikirin cuma kucing-kucing jalanan deh, gimana nasibnya yaaa :(",0,0,0,1,0,1,0,0
1097,@kilo_romeo dasar kadrun... Kelompok bodoh yang ada di Indonesia ini..,1,0,1,0,0,0,0,0
967,"Ngeri ih banjir di Jabodetabek, stay safe semuanyaa. Tuhan yang jaga ",0,0,0,1,0,0,0,1
1834,selamat tahun baru juga bang! semoga kita jadi pribadi yang lebih baik lagi dari tahun sebelumnya amin!,0,1,0,0,1,0,0,0
396,"Harapan pertama di 2020, semoga beberapa daerah yang terdampak banjir bisa segera surut.",0,1,0,0,0,0,0,1
3270,Makan mandi solat tidoorrrr. No nunggu dispatch lagi. Nyerah. Menunggu yang belum pasti itu membuat hati lelahhhh,0,1,1,0,0,0,0,0
578,Iya air lagi antre kok di bilang banjir...tolong ya yang tertib!!!,1,0,0,0,0,0,0,0
1690,"Ternyata jaringan saya yang jelek. Aw mlu bgt,,,",0,0,0,0,0,1,0,0
2764,Happy new year ate cams!! Sino man yang kaaway mo? Dali!kay pakainin ko ng yakee,0,0,0,0,1,0,0,0
3759,segerr kan ya yg ijo tp yang pink enak juga lebih awet gitu baunyaa!!!,0,0,0,0,1,0,0,0
3014,ngakak so hard.. .. siapa ya dulu yg bilang .. yg jelas bukan Anies yang bilang gitu..,0,0,0,0,1,0,0,0
3097,"Dear ibu, engkau sesosok wanita yang harus menjelma menjadi laki-laki penafkah anak2nya. Menjalani hidup dgn 2 kepribadian ",0,0,0,0,0,1,0,0
3575,Pagi Oney! Happy new year too! Semoga menjadi pribadi yang lebih baik juga dari tahun sebelumnya.,0,1,0,0,1,0,0,0
2766,"Klo lo mau jadi hebat, gak mesti hasil karya orang yang lo embat! Hahah",0,0,1,0,0,0,0,0
1707,"Resolusi 2020 ""semoga menjadi pribadi yang lebih baik lagi dari tahun sebelumnya""",0,1,0,0,1,0,0,0
1573,"// semoga yang sakit cepat sembuh, yang sedih cepat merasakan bahagia ",0,1,0,0,0,0,0,0
159,"Tak ada Seorang pun yang Hina Didunia ini, Tidak lain adalah orang2 itulah yang Memberikan Cap Hina",0,0,1,0,0,0,0,0
2369,Terbaik. Semoga ramai yang mendapat manfaat daripada Bro takaful.,0,1,0,0,1,0,0,0
327,Semoga hujan yang turun menjadi rahmat kang. Bukan justru menjadi musibah bagi kita semua. Aamiin Yaa Allah,0,1,0,0,0,0,0,1
402,"Makasih ka Erin . Aamiin Insyaallah, semoga doa"" yang baik kembali ke ka Erin ",0,0,0,0,1,0,0,0
1781,"Saat hati di ambang pilihan yang membuat gelisah tak berhenti mengalir, mau pilih tetap atau lenyap,",0,0,0,0,0,1,0,0
